272	460	376	41	384
212	384	147	345	476
109	251	407	287	431
267	418	257	110	262
36	44	476	474	366
459	236	425	95	87
245	119	8	30	283
452	338	360	86	150
297	458	315	136	153
209	60	29	311	407
465	429	286	215	473
73	215	493	369	310
52	202	260	465	187
170	172	282	446	248
195	492	427	455	374
386	413	236	48	48
106	243	132	343	128
294	250	498	259	44
117	335	38	187	325
95	315	293	454	230
278	221	279	449	214
351	41	348	143	215
130	299	441	407	472
244	370	369	112	275
76	93	314	1	379
98	415	22	314	76
292	233	211	372	444
494	364	410	395	498
483	201	497	394	383
201	374	418	395	456
304	201	405	148	103
320	104	53	44	76
391	64	92	482	101
436	273	401	74	251
477	323	260	250	159
213	228	99	465	219
36	494	264	72	350
83	260	265	253	203
306	317	474	280	483
224	488	67	427	128
356	5	303	382	388
228	87	7	431	465
321	194	490	330	337
465	133	386	85	197
192	160	27	451	255
17	124	196	357	351
265	391	159	408	395
289	243	126	228	174
130	235	330	358	371
20	300	321	492	236
392	80	159	232	17
142	413	256	130	109
335	152	422	310	416
332	50	116	322	48
379	405	99	67	120
278	455	135	165	492
418	215	328	393	6
111	247	39	141	174
79	463	451	19	308
178	271	59	199	287
46	97	361	473	420
246	465	130	142	81
210	302	135	113	488
363	377	177	470	222
446	432	223	301	66
267	88	406	307	218
248	203	228	383	141
420	404	428	471	404
134	125	328	62	45
395	144	225	248	365
262	395	493	471	449
152	396	393	73	346
292	335	43	189	478
5	238	124	329	142
234	463	272	137	316
476	479	99	331	439
184	8	383	121	125
236	281	153	423	102
245	423	258	359	405
99	200	264	159	16
240	82	86	266	70
480	147	65	462	232
191	278	32	276	421
311	446	290	214	264
299	430	241	213	214
335	306	289	226	297
373	246	240	336	444
264	437	97	1	271
173	461	401	267	61
360	280	492	364	273
349	349	60	231	495
115	444	469	46	357
289	129	443	17	223
359	33	214	452	354
169	278	143	182	331
268	353	248	178	97
239	348	221	430	414
296	156	454	206	196
31	415	443	93	210
187	359	319	147	294
344	228	306	372	433
108	490	373	144	410
123	69	366	240	53
18	46	41	428	340
293	351	221	4	244
14	227	481	46	421
94	298	122	155	163
412	190	333	153	189
105	17	489	437	116
183	163	264	370	32
10	433	355	485	63
415	122	356	103	85
215	271	84	74	254
492	120	23	304	27
233	489	79	475	84
64	231	414	298	43
116	430	457	490	368
218	113	112	460	217
192	304	164	447	89
225	38	475	326	359
