162	218	404	103	467
414	427	393	86	334
279	45	221	284	389
225	348	56	162	463
160	239	405	237	448
21	60	340	83	151
319	319	260	414	436
58	462	197	128	163
47	49	419	483	112
419	400	138	38	224
170	143	421	221	471
273	431	124	150	289
134	422	264	262	151
433	489	452	148	47
466	135	249	6	480
130	461	158	62	224
62	120	10	121	175
310	194	458	229	268
203	16	37	413	38
315	279	333	213	200
448	389	339	252	480
366	293	255	478	345
22	11	16	290	23
18	476	314	459	287
13	248	398	330	174
8	414	229	174	444
454	235	352	126	305
398	360	161	464	46
12	21	112	336	325
276	481	86	171	350
101	298	110	409	16
390	463	249	312	429
135	497	394	460	461
58	344	442	333	385
482	405	192	247	130
259	121	291	92	74
318	451	46	13	323
144	158	73	500	161
212	430	288	75	109
32	273	496	262	349
208	281	4	323	190
124	3	399	400	169
464	152	72	352	400
30	424	32	133	32
447	93	462	31	63
496	480	279	277	142
182	333	62	113	229
110	393	89	427	80
202	159	496	43	316
201	46	275	329	266
29	486	337	34	131
369	469	113	120	375
286	59	429	222	148
62	269	301	268	100
38	306	407	26	239
424	241	214	410	15
173	409	322	498	280
451	321	188	179	31
309	479	286	102	155
297	72	24	413	84
42	419	84	63	314
346	235	407	301	175
156	155	57	396	499
267	148	389	171	419
459	56	422	26	364
500	216	456	367	468
475	71	44	239	413
407	167	376	432	25
497	200	432	76	69
173	333	15	408	188
190	421	263	62	92
174	349	472	168	231
374	301	171	118	489
16	42	427	136	337
76	147	88	48	372
251	143	431	391	177
350	72	435	108	424
450	385	344	82	219
237	413	2	469	160
98	483	11	270	357
363	32	380	375	79
289	327	141	305	45
357	27	94	215	27
82	41	254	133	280
360	391	93	432	473
68	395	403	290	159
2	128	481	277	356
221	31	52	240	404
299	357	254	319	288
215	31	276	373	131
276	166	302	469	191
258	56	380	73	381
469	126	35	263	16
492	190	390	309	16
130	266	186	425	114
86	412	349	326	289
124	209	337	80	304
188	103	77	115	193
317	13	134	144	290
307	196	207	105	114
46	472	445	112	46
176	269	67	467	102
397	198	184	454	499
284	154	163	127	300
30	91	268	138	56
12	259	348	224	29
444	38	257	171	249
322	379	62	297	376
323	74	175	308	79
36	74	44	248	497
417	8	278	286	125
138	4	180	488	6
129	299	287	339	388
480	42	467	489	326
62	309	33	228	192
181	199	176	250	309
228	103	398	497	42
498	54	485	336	392
217	129	239	483	101
20	411	497	249	146
320	38	327	480	137
406	115	228	484	111
299	444	150	261	490
113	90	49	368	473
167	86	306	203	215
10	236	234	68	318
275	376	22	343	459
320	208	52	235	344
85	281	97	38	196
432	313	266	369	242
250	349	377	140	79
379	115	77	78	396
239	402	199	466	11
442	209	333	338	360
204	349	340	61	38
124	34	406	383	123
65	396	270	33	273
262	125	205	325	113
448	126	393	306	41
417	339	277	168	500
91	38	307	266	36
24	204	64	395	130
474	335	9	455	459
327	259	296	384	50
29	243	354	354	27
420	220	78	400	212
308	444	356	407	360
51	428	52	232	261
129	374	174	8	302
188	136	472	25	79
430	3	42	291	152
391	373	205	393	16
122	435	500	85	280
451	269	456	473	397
21	80	401	481	120
23	156	8	75	456
169	192	311	414	274
241	160	132	418	471
335	446	295	5	53
160	324	388	4	206
167	288	231	329	179
95	207	249	135	130
355	425	328	159	385
350	343	185	389	318
419	6	406	354	158
319	389	105	315	265
225	137	244	153	75
71	225	45	199	259
396	403	286	48	257
329	150	386	86	411
280	420	173	159	271
230	229	9	135	207
80	29	48	279	445
404	247	357	480	88
110	72	301	253	145
340	187	380	323	350
308	448	465	270	179
400	81	50	336	165
113	385	55	365	235
37	121	326	498	178
268	90	293	1	440
452	382	181	347	428
93	318	21	389	391
174	377	363	393	293
112	251	83	393	35
106	472	327	26	26
311	447	146	280	69
308	473	440	293	359
461	102	21	36	12
462	95	306	36	296
331	137	499	54	467
49	408	324	8	122
456	405	276	379	299
56	314	154	334	356
103	24	125	257	265
174	390	221	169	286
243	206	160	378	492
155	453	183	169	147
379	22	364	485	356
29	294	37	480	4
