377	369	279	409	167
337	112	498	90	433
416	204	234	438	88
139	475	288	397	455
421	163	404	68	139
345	254	23	77	283
129	122	20	100	69
7	235	243	161	272
308	139	490	384	369
108	99	344	180	41
164	228	421	116	427
298	157	131	210	389
111	59	91	414	108
345	254	240	257	121
177	341	477	93	316
63	277	443	445	347
457	100	169	145	339
127	61	54	444	55
487	7	49	296	495
258	389	159	31	339
118	168	43	137	437
310	476	280	27	177
316	343	322	391	291
242	52	386	192	469
487	360	352	313	169
3	87	147	281	116
440	305	348	54	358
325	438	351	119	96
423	236	120	40	36
58	174	278	165	351
292	124	410	122	106
7	29	139	323	382
165	361	444	75	481
236	313	208	63	153
112	148	382	326	109
451	32	129	352	112
281	269	281	45	332
132	146	474	332	266
361	481	431	348	457
155	83	403	356	444
493	77	199	43	152
271	327	280	49	189
198	32	82	463	32
231	142	278	500	356
338	384	437	360	377
234	240	479	399	303
38	227	43	454	272
402	309	5	267	280
346	314	250	192	149
396	491	141	149	66
412	29	26	228	430
127	85	407	148	218
232	364	128	411	61
366	319	199	211	203
336	190	190	379	18
41	117	128	450	420
39	198	40	249	106
206	217	239	277	120
216	30	457	21	349
106	249	294	160	408
141	335	499	145	21
223	170	133	31	198
395	133	492	410	226
410	108	111	354	99
229	371	103	500	143
358	296	425	117	365
466	379	413	297	328
217	122	298	432	108
477	307	20	195	136
106	326	326	158	220
464	156	155	376	135
465	18	350	182	207
242	390	209	373	29
476	497	407	422	158
327	2	55	307	455
185	416	419	384	402
138	369	251	483	379
446	442	302	299	93
245	212	192	118	410
301	221	339	455	390
30	183	50	245	130
450	176	67	316	381
109	198	133	9	395
187	235	420	95	244
327	272	216	427	87
35	77	97	495	428
488	409	328	145	380
193	312	89	33	482
454	215	352	485	373
290	308	459	25	268
45	239	446	367	281
373	38	447	114	234
234	151	380	245	148
55	307	27	42	271
354	181	184	305	59
264	463	175	461	347
246	68	120	17	107
419	264	133	126	129
266	373	305	326	75
175	301	391	326	43
188	69	55	267	353
214	95	369	229	151
47	233	155	282	417
207	274	485	184	236
159	103	454	194	76
471	285	43	113	340
236	184	410	438	412
81	271	394	404	130
17	305	17	374	279
346	155	93	178	326
308	419	357	17	329
224	383	226	295	230
50	468	367	231	259
455	477	326	131	185
299	181	242	224	13
320	491	445	325	349
134	74	120	489	175
360	490	333	435	463
177	384	186	131	41
26	68	406	266	479
254	278	221	344	162
314	147	95	183	352
489	238	91	96	371
428	410	324	5	111
186	139	315	388	439
102	175	133	182	482
32	71	174	437	432
290	251	65	186	145
354	166	149	276	305
56	265	56	468	185
13	25	248	428	49
87	9	248	90	478
53	184	451	146	123
155	187	5	355	227
134	343	417	326	226
51	163	142	422	373
42	137	20	380	441
430	255	255	47	400
241	51	380	304	382
500	397	97	282	440
196	68	168	185	179
493	70	126	460	48
155	178	372	146	439
262	269	154	95	239
214	493	271	369	491
220	22	267	109	153
479	195	234	269	154
106	332	42	12	177
111	489	312	487	211
156	310	346	256	309
460	500	468	221	482
28	456	78	320	158
25	398	219	342	6
123	317	375	303	479
436	227	266	296	336
246	118	213	415	347
298	52	213	169	81
287	43	409	352	40
398	490	392	72	89
57	420	154	37	483
374	156	429	273	43
197	365	354	339	311
306	362	417	76	164
481	360	84	228	406
496	213	122	309	202
75	273	193	154	498
152	346	463	12	349
103	158	288	167	217
473	216	139	4	59
200	145	332	138	327
279	356	237	300	218
317	60	146	413	360
146	390	181	160	412
150	93	352	105	231
164	228	433	457	54
75	371	99	8	257
317	192	116	462	256
200	352	402	392	341
434	471	404	149	158
489	204	36	425	384
423	133	212	428	426
305	130	172	256	224
223	316	16	161	136
341	256	46	496	442
390	476	320	260	213
21	195	454	352	165
365	81	350	162	295
188	454	141	273	329
131	171	104	480	17
148	78	345	167	177
93	392	156	402	373
144	427	243	301	329
83	141	350	159	457
102	171	181	262	87
465	1	269	92	413
174	475	190	235	43
226	206	310	68	311
237	198	403	235	74
41	212	63	142	25
426	334	480	492	456
210	213	27	459	92
251	246	86	367	84
137	411	330	165	196
95	154	472	233	415
129	46	248	489	24
460	227	495	466	329
118	436	460	124	112
387	54	370	357	485
355	105	235	27	424
261	260	149	223	495
129	127	398	363	216
151	65	444	323	489
262	250	323	483	25
77	96	496	428	304
415	244	245	497	95
169	223	30	72	382
22	149	329	268	18
39	226	281	79	176
476	263	380	39	319
164	173	326	52	439
195	103	234	394	323
98	218	447	331	100
350	396	435	213	296
461	26	429	276	87
255	362	335	367	486
172	153	262	248	288
21	245	381	30	209
56	156	100	168	57
346	287	274	366	131
465	126	275	226	224
61	442	103	482	350
415	386	112	89	340
77	427	339	333	218
85	333	210	142	383
299	355	277	31	399
311	163	490	405	201
188	445	78	214	319
274	85	299	164	110
201	323	309	465	263
194	476	318	443	344
40	178	362	400	426
9	311	55	350	305
259	288	111	135	47
166	312	18	430	349
390	289	198	22	365
297	49	442	170	337
401	305	84	118	210
444	249	249	173	241
466	350	98	257	444
304	48	144	427	29
442	110	118	421	82
167	65	221	242	368
499	217	431	234	108
274	205	51	321	23
441	225	85	55	75
262	455	197	213	373
135	385	465	40	264
258	197	123	470	365
68	229	222	350	228
471	264	424	307	373
391	365	409	359	104
275	159	395	236	81
299	123	49	392	222
454	12	104	123	413
128	120	438	279	202
270	460	109	66	145
3	171	454	128	152
350	219	426	170	359
422	193	291	54	61
205	17	106	415	325
231	482	387	143	160
256	43	419	257	341
107	165	362	76	317
465	350	112	109	426
111	308	56	469	13
461	290	397	163	147
17	424	280	493	236
44	342	37	411	142
41	48	150	87	183
480	187	120	164	406
390	292	266	2	51
351	418	305	16	211
107	471	462	232	233
469	2	3	165	128
100	171	58	1	450
465	427	349	356	455
274	107	470	254	35
126	4	109	60	165
268	354	394	324	158
495	83	310	256	498
433	260	392	209	231
166	151	49	468	58
236	36	398	280	252
119	12	107	238	131
358	252	325	248	418
105	322	233	19	83
19	292	437	372	482
478	62	302	363	61
63	407	449	57	199
468	40	201	285	225
498	427	4	56	43
431	296	374	461	320
386	388	116	95	489
70	355	391	270	399
276	41	119	191	155
178	433	173	114	417
161	283	148	457	3
461	329	99	239	268
271	11	340	347	311
310	137	86	115	166
51	383	204	256	410
308	179	467	18	214
377	468	474	362	389
495	12	191	350	157
491	74	307	81	127
461	175	436	411	33
61	19	358	37	477
213	381	264	166	166
474	418	38	296	88
137	84	306	63	278
282	378	24	18	450
358	252	222	298	400
7	182	253	297	110
356	446	32	18	214
238	211	228	144	419
315	208	130	393	492
83	426	286	156	95
93	442	276	214	174
354	116	286	294	452
114	292	261	257	337
33	62	228	50	406
87	161	56	330	379
38	145	360	491	398
130	32	165	93	444
311	452	406	79	182
420	451	416	279	13
10	262	162	490	99
303	12	120	269	484
325	230	158	349	150
42	227	258	438	218
153	484	471	264	11
110	224	376	464	177
168	244	272	427	101
30	497	164	162	78
414	132	329	294	91
327	372	286	174	496
33	406	192	428	56
291	186	191	312	452
384	309	431	54	367
395	254	163	244	470
431	236	486	25	129
147	61	165	444	174
411	474	390	190	424
465	376	158	146	385
483	95	459	17	76
121	499	62	256	486
420	385	57	252	435
485	249	75	467	326
182	430	99	154	65
170	93	484	329	339
498	45	286	16	251
50	155	436	223	323
31	50	119	115	243
140	199	169	74	1
445	410	416	101	310
230	69	105	446	234
378	289	184	32	6
170	189	326	177	396
405	79	125	100	169
76	331	367	209	424
67	76	206	223	85
197	60	261	163	484
196	445	324	367	83
317	406	261	228	289
363	331	410	399	434
226	60	27	151	43
215	135	332	317	325
236	441	351	241	90
34	434	214	118	83
258	7	64	107	288
453	296	308	37	453
404	247	190	337	319
461	142	92	285	341
356	26	344	418	388
495	241	299	188	253
84	42	101	187	344
1	83	16	391	322
168	48	373	352	495
160	470	14	317	488
43	231	370	122	77
112	266	221	242	435
207	217	126	349	476
188	231	187	467	100
143	266	177	216	95
34	392	198	5	45
74	70	173	308	177
392	65	500	22	106
155	491	406	84	222
234	360	79	411	228
190	34	471	477	351
472	251	343	405	84
320	115	47	64	79
368	28	227	316	127
31	477	186	171	139
88	215	466	262	126
232	463	433	132	73
253	379	83	200	263
293	167	126	62	459
404	168	88	299	466
127	26	55	103	265
279	280	63	184	189
139	145	481	157	129
138	289	493	347	244
109	236	237	456	150
166	135	309	280	256
116	353	320	445	196
54	354	48	118	281
213	420	448	143	7
408	141	265	134	96
441	407	36	388	102
60	119	495	104	347
147	386	381	96	77
41	64	269	18	314
299	219	362	94	29
133	205	298	170	105
230	302	161	29	132
303	347	200	14	103
445	87	315	241	385
380	296	161	373	427
287	36	25	47	39
358	15	31	297	106
124	169	422	84	390
108	467	197	439	11
36	46	409	322	464
458	113	186	260	267
431	332	459	92	459
289	364	37	65	490
392	119	89	253	465
368	381	419	242	17
238	437	360	451	385
44	272	364	332	95
425	336	366	103	79
88	92	330	209	374
204	51	285	195	82
195	415	389	188	256
353	184	328	289	185
341	223	156	85	318
131	471	219	358	384
114	483	302	100	100
130	16	170	155	349
405	248	113	458	163
28	425	197	498	421
293	26	197	313	400
145	35	463	79	408
26	154	480	417	227
214	401	186	62	195
